topic,label,family,total_tweets,peak_day,peak_tweets,peak_authors,peak_originals,peak_rt_fraction,peak_likes,peak_views,peak_retweets,peak_per_100k,baseline_per_100k,share_lift,spike_score,baseline_tweets,low_baseline,window_boundary_peak,language_adjusted_share_lift
#cocona,#cocona,Hashtag / unclassified,1266,2026-08-24,799,762,12,0.9849812265331664,30771,455936,5874,3.355906388944342,0.1268617931065246,26.437947316076286,31.581703880418296,415,False,False,
#ドラゴンボール超,#ドラゴンボール超,Hashtag / unclassified,3006,2026-08-17,1373,1370,7,0.9949016751638747,8122,631229,14903,6.2846019288280965,0.30417269419602555,20.658499864525858,31.565697832538916,1001,False,True,
#गौ_सुरक्षा_अभियान,#गौ_सुरक्षा_अभियान,Hashtag / unclassified,5340,2026-08-22,2802,560,1323,0.5278372591006424,16549,281373,13249,12.14257988914024,0.7719744400147432,15.728950099050408,31.558103249353454,2531,False,False,
#tenxwinonaskincare,#tenxwinonaskincare,Hashtag / unclassified,1031,2026-08-30,691,336,118,0.829232995658466,9913,245578,14057,2.9139605700229785,0.10268227274632145,28.356754748330996,31.557560242295462,336,False,False,
#matchpointseriesep5,#matchpointseriesep5,Hashtag / unclassified,5209,2026-08-23,2825,697,959,0.6605309734513274,129636,3228327,35621,11.444220988433925,0.7304181670979695,15.667525068106446,31.545730623410634,2383,False,False,
#내_모든순간에_뀨담아둘게,#내_모든순간에_뀨담아둘게,Hashtag / unclassified,1006,2026-08-29,671,408,330,0.5081967213114754,19060,334018,4724,2.9217551361929783,0.10183834401412768,28.66858853279116,31.51875803512296,334,False,False,
#ワッチャプリマジ,#ワッチャプリマジ,Hashtag / unclassified,1887,2026-08-29,1132,585,112,0.901060070671378,37839,3016709,10954,4.929101064337483,0.2207513804378097,22.32318906093886,31.509470731039098,724,False,False,
#mintawards2026,#mintawards2026,Hashtag / unclassified,2837,2026-09-12,528,341,62,0.8825757575757576,127444,5566565,82090,56.28301830477255,1.7391872514702416,32.35518600290945,31.454808063138486,436,False,False,
#skynani1stfminrome,#skynani1stfminrome,Hashtag / unclassified,5478,2026-08-29,2844,888,809,0.7155414908579465,210832,3490799,111407,12.383713274713608,0.7985467753682646,15.50757720059058,31.454589878656098,2619,False,False,
#น้ำท่วม,#น้ำท่วม,Hashtag / unclassified,3270,2026-08-19,1830,1405,400,0.7814207650273224,23363,3637193,44344,7.851621010062559,0.43128033475704886,18.203908661421842,31.449141873817744,1413,False,False,
#にじ甲2026,#にじ甲2026,Hashtag / unclassified,3466,2026-08-30,1944,1165,565,0.7093621399176955,169330,7149472,19708,8.197886176736136,0.46084781934956176,17.787382497623728,31.449092179941985,1508,False,False,
#sb19xbefirst,#sb19xbefirst,Hashtag / unclassified,2404,2026-08-22,1362,968,81,0.9405286343612335,73303,1410684,21139,5.902281873307996,0.2879272506416111,20.495881136134532,31.448292788309573,944,False,False,
#الاهلي_أبها,#الاهلي_أبها,Hashtag / unclassified,1053,2026-08-22,697,415,548,0.21377331420373025,13245,2235386,3060,3.0204775812743563,0.10858273435213299,27.798203047101968,31.411281351757165,356,False,False,
#4elementsinfinitebonds,#4elementsinfinitebonds,Hashtag / unclassified,1741,2026-09-12,841,253,102,0.8787158145065398,328656,8011130,126718,89.64776211044264,3.538208926729597,25.337800701666282,31.4104200376736,887,False,False,
#マテムり,#マテムり,Hashtag / unclassified,1006,2026-08-29,649,179,389,0.40061633281972264,127229,3924273,7163,2.8259598858259953,0.09817948135493745,28.761123899680843,31.387719923974686,322,False,False,
#24時間テレビ,#24時間テレビ,Hashtag / unclassified,20920,2026-08-30,9168,6106,3466,0.6219458987783595,719951,77463589,74882,38.661636043372894,3.563624947901353,10.849089299353423,31.38058407967714,11661,False,False,
#タイムレスマン,#タイムレスマン,Hashtag / unclassified,5403,2026-08-28,2974,473,2661,0.10524546065904505,43680,1843090,5117,10.815523964495407,0.7138906186935057,15.149379673530111,31.361649474457582,2309,False,False,
#phase1_softviolence,#phase1_softviolence,Hashtag / unclassified,4546,2026-08-31,1977,888,238,0.8796155791603439,55206,1559809,28532,10.378443620876768,0.5926710342092674,17.51128225863349,31.347660741633746,1967,False,True,
#lultheoriginalone,#lultheoriginalone,Hashtag / unclassified,1132,2026-08-20,745,220,417,0.4402684563758389,29438,601578,8765,3.1530546476004346,0.11823706302606175,26.650691408920487,31.328008905156352,387,False,False,
#大穢,#大穢,Hashtag / unclassified,1557,2026-08-20,929,828,12,0.9870828848223897,38029,3803529,18028,3.9317956612359777,0.16406538202841126,23.955402105730176,31.320723645025968,537,False,False,
#アナザースカイ,#アナザースカイ,Hashtag / unclassified,4642,2026-08-22,2452,736,1560,0.36378466557911904,225644,8967464,23854,10.625840788069903,0.658816590451144,16.128233056950855,31.310155124626846,2160,False,False,
#น้ำท่วมน่าน,#น้ำท่วมน่าน,Hashtag / unclassified,4681,2026-08-19,2491,1798,491,0.8028904054596547,32530,2730089,80541,10.687643680910293,0.6684387353983984,15.988523564940785,31.27526751382006,2190,False,False,
#frozen3,#frozen3,Hashtag / unclassified,3771,2026-08-21,2109,2082,16,0.9924134660976767,19102,228081,1016,8.577351318793184,0.5052882026171496,16.974043450134445,31.27037826221635,1649,False,False,
#対百鬼夜行,#対百鬼夜行,Hashtag / unclassified,1042,2026-08-17,676,498,11,0.9837278106508875,6894,536520,1460,3.0942395512656904,0.11121599008565967,27.804487437545454,31.266871380134955,366,False,True,
#connected_as_seven,#connected_as_seven,Hashtag / unclassified,1192,2026-08-17,757,236,388,0.487450462351387,4771,56181,2841,3.4649990241244493,0.13218293903623488,26.200860168674822,31.240745055741076,435,False,True,
#うたコン,#うたコン,Hashtag / unclassified,3727,2026-08-25,1573,1063,780,0.5041322314049587,53018,3916919,7516,7.350825900104659,0.3890301260772292,18.893897718461982,31.211116189388754,1282,False,False,
#bts_worldtour_bangkok,#bts_worldtour_bangkok,Hashtag / unclassified,6646,2026-08-25,3071,1466,1602,0.4783458156952133,50035,8924237,71991,14.351167412092439,0.9753064159221643,14.714627623528711,31.15013461450572,3214,False,False,
#asahi25thkickoff,#asahi25thkickoff,Hashtag / unclassified,2933,2026-08-19,1662,846,729,0.5613718411552346,30567,566030,10440,7.130816458319113,0.38793864506454995,18.37959836380134,31.1490368426105,1271,False,False,
#gyuvin_with_23_clovers,#gyuvin_with_23_clovers,Hashtag / unclassified,1097,2026-08-29,714,424,333,0.5336134453781513,19120,334130,4731,3.1089913073648083,0.11647379465088854,26.676399345857128,31.136136272713475,382,False,False,
#atletimálaga,#atletimálaga,Hashtag / unclassified,1071,2026-08-19,703,378,358,0.4907539118065434,19083,3602615,2181,3.0162238087835958,0.11232212540027882,26.83597242439051,31.119101241895276,368,False,False,
#itaumahrgovic,#itaumahrgovic,Hashtag / unclassified,1338,2026-08-29,843,453,760,0.0984578884934757,16745,3933684,1362,3.6706998208802992,0.1494035585836005,24.558537016321047,31.117817236689675,490,False,False,
#chulavolleyballwithoat,#chulavolleyballwithoat,Hashtag / unclassified,1168,2026-08-20,760,116,182,0.7605263157894737,7928,165307,2555,3.2165389693642013,0.1246530276863907,25.7893084870301,31.107813281704967,408,False,False,
#seven_complete_enhypen,#seven_complete_enhypen,Hashtag / unclassified,1233,2026-08-25,770,229,471,0.3883116883116883,5787,92090,3565,3.5983063846666163,0.14049995972991974,25.599712685167027,31.098256576287902,463,False,False,
#xiaozhanyslbeautyhk,#xiaozhanyslbeautyhk,Hashtag / unclassified,1151,2026-08-19,745,234,305,0.5906040268456376,25186,383816,16431,3.196424946719458,0.12331015940682782,25.907162501173037,31.05798290881109,404,False,False,
#ポケモンオールスターズ1025,#ポケモンオールスターズ1025,Hashtag / unclassified,3429,2026-08-27,1821,1707,1651,0.09335529928610653,9231,1627663,1126,7.740694471643617,0.44072992499014907,17.56208771752387,31.039737192158206,1443,False,False,
#tangkapbeliau,#tangkapbeliau,Hashtag / unclassified,1204,2026-08-24,780,780,1,0.9987179487179487,59757,712452,26418,3.2761038590445395,0.12961301271606368,25.262452251803666,31.03110532464739,424,False,False,
#月見バーガーフェア,#月見バーガーフェア,Hashtag / unclassified,1091,2026-08-28,748,748,1,0.9986631016042781,3879,134448,12968,2.7202461080842513,0.10542949370917516,25.781010751937412,31.030216472785522,341,False,False,
#3skm_前夜集会,#3skm_前夜集会,Hashtag / unclassified,2272,2026-08-22,1322,672,167,0.8736762481089259,164661,10561873,21524,5.7289402617571,0.2879272506416111,19.89416719452324,31.009519558941523,944,False,False,
#ข่มขลัง7กันยามาแน่,#ข่มขลัง7กันยามาแน่,Hashtag / unclassified,2134,2026-08-24,1265,466,321,0.7462450592885376,64514,4980018,30973,5.313168438065824,0.26258862717711956,20.230031607872256,30.9920611198924,859,False,False,
#beverbirthdayluckycolorparty2026,#beverbirthdayluckycolorparty2026,Hashtag / unclassified,1848,2026-08-29,1094,313,401,0.6334552102376599,26701,553621,13381,4.763636540976331,0.22136119088100806,21.514762872588673,30.984187047184488,726,False,False,
#jin_in_toronto_d2,#jin_in_toronto_d2,Hashtag / unclassified,1367,2026-08-24,868,302,193,0.7776497695852534,14951,231869,4696,3.6457155764752054,0.15253984279555607,23.88991601955199,30.983129219470193,499,False,False,
#bounprem1stfminsaopaulo,#bounprem1stfminsaopaulo,Hashtag / unclassified,4910,2026-08-31,2299,508,694,0.6981296215745976,25684,474572,8415,12.068812283457605,0.752966402892201,16.028632440411574,30.982624149817465,2499,False,True,
#사랑시작했습니다,#사랑시작했습니다,Hashtag / unclassified,2017,2026-08-23,1226,874,170,0.8613376835236541,415312,31323454,38608,4.966589356396457,0.24245101559987153,20.48032651326359,30.982484763421297,791,False,False,
#inkigayo,#inkigayo,Hashtag / unclassified,3406,2026-08-23,1868,1297,44,0.9764453961456103,411036,19672205,36397,7.567364533237016,0.4383122026647488,17.263366191786865,30.958585064002555,1430,False,False,
#ホロマスコットバトル,#ホロマスコットバトル,Hashtag / unclassified,2002,2026-08-31,1048,606,582,0.44465648854961837,45411,1334530,5789,5.501572541567452,0.2515914151320479,21.86443090046607,30.9559615344363,835,False,True,
#carabaocup,#carabaocup,Hashtag / unclassified,7876,2026-08-27,3503,2270,455,0.8701113331430202,414785,15782079,32303,14.89052868433146,1.0747945987805507,13.8543101872729,30.95116274701127,3519,False,False,
#花王,#花王,Hashtag / unclassified,1617,2026-08-18,981,979,6,0.9938837920489296,5421,273208,23344,4.327944740660374,0.19221995431446504,22.509223863291606,30.95110594121707,631,False,False,
#vmas,#vmas,Hashtag / unclassified,41842,2026-08-18,15941,9969,1670,0.8952386926792547,934918,67567465,126239,70.32799909364631,7.661686324822679,9.179285209058385,30.949821020465965,25151,False,False,
#愛くださいませ,#愛くださいませ,Hashtag / unclassified,1008,2026-08-22,650,355,133,0.7953846153846154,60736,2174917,5995,2.8168011877020542,0.10278758841760904,27.384547482417517,30.936763187509527,337,False,False,
#lalala2026,#lalala2026,Hashtag / unclassified,4573,2026-08-23,2471,813,196,0.9206798866855525,165318,3687396,28934,10.010148694662027,0.6442882867141971,15.536201783626161,30.91957191695796,2102,False,False,
#gmmtvgigglegang,#gmmtvgigglegang,Hashtag / unclassified,1268,2026-08-29,774,560,52,0.9328165374677002,26069,659307,11517,3.3702510810929436,0.13446320272524043,25.05227271591496,30.914986857795622,441,False,False,
#enoughisenoughfreekhan,#enoughisenoughfreekhan,Hashtag / unclassified,5590,2026-08-17,2780,665,934,0.6640287769784172,62297,718000,43740,12.724831290708018,0.8535675304661695,14.90784726028657,30.913346000201226,2809,False,True,
#三浦あずさ_秋月律子_twinlive,#三浦あずさ_秋月律子_twinlive,Hashtag / unclassified,1539,2026-08-28,996,630,164,0.8353413654618473,20624,2637415,7353,3.6221458872351797,0.16262731287690949,22.262696760879464,30.909506643348564,526,False,False,
#23ago,#23ago,Hashtag / unclassified,1790,2026-08-23,1104,568,390,0.6467391304347826,14179,1024905,7438,4.472361051763204,0.2102672524671452,21.26402242031511,30.90591969201832,686,False,False,
#kconla,#kconla,Hashtag / unclassified,2184,2026-08-17,1248,936,204,0.8365384615384616,57077,1316082,11387,5.712442248490506,0.28320574524545034,20.167904571680403,30.901770592531136,932,False,True,
#youmak,#youmak,Hashtag / unclassified,1359,2026-08-28,885,885,0,1.0,0,0,0,3.2184730022119816,0.13758394340346905,23.379741254651638,30.860471487026807,445,False,False,
#검찰수사_돌려내라,#검찰수사_돌려내라,Hashtag / unclassified,2764,2026-08-31,1346,264,390,0.7102526002971767,4610,84950,4375,7.0659509932727005,0.36307503620852427,19.46056030457091,30.857998210268278,1205,False,True,
#보완수사권_폐지_반대,#보완수사권_폐지_반대,Hashtag / unclassified,2561,2026-08-31,1346,264,391,0.7095096582466567,4620,85274,4387,7.0659509932727005,0.36307503620852427,19.46056030457091,30.857998210268278,1205,False,True,
#محمد_بن_سلمان_41_عام,#محمد_بن_سلمان_41_عام,Hashtag / unclassified,2402,2026-08-31,1265,985,605,0.5217391304347826,9171,1314384,2932,6.640734031567582,0.3329443278094766,19.944336813304623,30.84547821499529,1105,False,True,
#あんステ,#あんステ,Hashtag / unclassified,5589,2026-08-17,2760,1562,62,0.9775362318840579,267801,9947542,69468,12.633285741854003,0.8505288422124629,14.853484629961851,30.84345149859236,2799,False,True,
#happyjunhanday,#happyjunhanday,Hashtag / unclassified,2655,2026-08-17,1469,964,103,0.9298842750170184,29474,858996,11841,6.724020563327366,0.36038842688959666,18.65618842315028,30.788074784416118,1186,False,True,
#eden,#eden,Hashtag / unclassified,2069,2026-08-29,1107,602,12,0.989159891598916,73239,2131414,16961,4.820242825284094,0.2298985370857852,20.96239534176849,30.773388061161967,754,False,False,
#rockinonjapan,#rockinonjapan,Hashtag / unclassified,1345,2026-08-31,769,679,35,0.9544863459037711,40928,1428641,8227,4.036936340138712,0.16300713243884782,24.758615790385452,30.771849302439506,541,False,True,
#king100,#king100,Hashtag / unclassified,5896,2026-08-29,2918,1566,1531,0.47532556545579163,247944,8954638,30833,12.70593366231164,0.8781270382056517,14.469323769218269,30.758437318759825,2880,False,False,
#雪見だいふく,#雪見だいふく,Hashtag / unclassified,1200,2026-08-28,791,786,6,0.9924146649810367,8531,549935,6899,2.876623892372517,0.1181057671463487,24.33987385129864,30.738022419684235,382,False,False,
#ranabaali,#ranabaali,Hashtag / unclassified,2537,2026-08-27,1321,738,393,0.7024981074943225,74236,3265518,8611,5.615297856694793,0.2901548362721009,19.349903384802577,30.71864372436567,950,False,False,
#社会保障,#社会保障,Hashtag / unclassified,1032,2026-08-27,669,669,1,0.9985052316890882,0,48,0,2.8437806708015265,0.10781542863584381,26.358756482474583,30.715719968413048,353,False,False,
#fpyesterday1stfansign,#fpyesterday1stfansign,Hashtag / unclassified,1214,2026-08-22,767,144,209,0.727509778357236,25783,433685,7960,3.3238254014884236,0.134813394897873,24.64320297747483,30.71502308008835,442,False,False,
#アップティー,#アップティー,Hashtag / unclassified,6049,2026-08-30,3047,1767,674,0.7787988185100099,112623,4093162,15024,12.849258837713482,0.9054987325814001,14.190189458439345,30.699687599475393,2963,False,False,
#kpss,#kpss,Hashtag / unclassified,1327,2026-09-06,384,268,249,0.3515625,107406,14724056,4934,21.818442151866584,0.6103767847644016,35.671870603595394,30.69917900065451,148,False,False,
#chhatronkigoonj,#chhatronkigoonj,Hashtag / unclassified,4799,2026-08-22,2447,1313,991,0.595014303228443,210177,5399695,45411,10.604173086626039,0.6938924737390522,15.281919431909836,30.69518613454777,2275,False,False,
#24時間テレビで感動したシーン,#24時間テレビで感動したシーン,Hashtag / unclassified,5711,2026-08-30,2786,2483,452,0.8377602297200287,337939,27570142,39200,11.748616712133167,0.8040388678439635,14.611845928729856,30.692225511372154,2631,False,False,
#シーサー生誕祭2026,#シーサー生誕祭2026,Hashtag / unclassified,1092,2026-08-24,710,512,142,0.8,31113,534236,2323,2.982094538361055,0.11677398787154793,25.521896059331198,30.690417960275255,382,False,False,
#ripdollyparton,#ripdollyparton,Hashtag / unclassified,3759,2026-08-25,1947,1856,695,0.6430405752439651,304777,3915526,30899,9.09857471551416,0.5486477909107882,16.583306963348075,30.689534308004802,1808,False,False,
#prem1stfminnewyorkcity,#prem1stfminnewyorkcity,Hashtag / unclassified,3028,2026-08-23,1717,330,659,0.6161910308677927,39000,882140,17455,6.955655729961433,0.40061122299498364,17.36102214561554,30.672997637921615,1307,False,False,
#プリマジ単独,#プリマジ単独,Hashtag / unclassified,1660,2026-08-29,965,463,379,0.6072538860103627,28291,1202783,7395,4.20192802746084,0.1905657634994904,22.043542078689928,30.670010090477604,625,False,False,
#duality,#duality,Hashtag / unclassified,2267,2026-08-21,1335,1325,6,0.9955056179775281,45275,888419,28607,5.429475585864818,0.28313298921664415,19.173220928689762,30.668421837157215,924,False,False,
#時のオカリナ,#時のオカリナ,Hashtag / unclassified,1064,2026-09-08,712,487,27,0.9620786516853933,408677,25242814,113246,33.64098454688145,1.3226831666089807,25.41153661880189,30.662474521639016,316,False,False,
#sonymusicshop,#sonymusicshop,Hashtag / unclassified,1582,2026-08-21,984,983,1,0.9989837398373984,6210,354671,15684,4.001950544188,0.1832397484324169,21.832811513334434,30.661406421557885,598,False,False,
#クトゥルフ神話trpg,#クトゥルフ神話trpg,Hashtag / unclassified,3650,2026-08-17,1888,1786,1719,0.08951271186440679,12566,692219,1881,8.64189981181897,0.5165770031301133,16.728670397761263,30.65990743351251,1700,False,True,
#大盛りハッピー,#大盛りハッピー,Hashtag / unclassified,2445,2026-08-17,1312,432,200,0.8475609756097561,36295,1173401,7863,6.005388004823352,0.3120732836556625,19.24148351622587,30.63124166687797,1027,False,True,
#ましろ,#ましろ,Hashtag / unclassified,2592,2026-08-17,1416,1295,10,0.9929378531073446,10215,213890,1027,6.481424858864227,0.34762593622402915,18.643259873434687,30.625799256986,1144,False,True,
#wasj,#wasj,Hashtag / unclassified,1283,2026-08-23,821,561,160,0.805115712545676,29537,2337995,5545,3.3259134270811512,0.14160855778399575,23.475566085973213,30.55914493440223,462,False,False,
#鉄腕dash,#鉄腕dash,Hashtag / unclassified,2008,2026-08-23,1144,511,439,0.6162587412587412,81499,1654206,11454,4.634403118856073,0.22927099831694553,20.208972606598156,30.545649797031974,748,False,False,
#pondphuwin2ndfminrome,#pondphuwin2ndfminrome,Hashtag / unclassified,19278,2026-08-30,8213,2439,1624,0.8022647023012297,340310,5996441,155294,34.63438228885488,3.3081416740444336,10.46959081338109,30.539261044277584,10825,False,False,
#28ago,#28ago,Hashtag / unclassified,1391,2026-08-28,910,414,520,0.4285714285714286,8073,693547,4977,3.3093903186586484,0.1480959750342959,22.335217292873473,30.537659353948886,479,False,False,
#高峯翠誕生祭2026,#高峯翠誕生祭2026,Hashtag / unclassified,1746,2026-08-28,1108,512,126,0.8862815884476534,41243,1193939,8805,4.029455464916244,0.19725518177845672,20.42084172087422,30.51259593989312,638,False,False,
#オルケリア,#オルケリア,Hashtag / unclassified,1373,2026-08-30,844,363,171,0.79739336492891,17687,1449610,5683,3.559164574673508,0.15432901112170336,23.05302414736782,30.508195916776163,505,False,False,
#kwonyuri,#kwonyuri,Hashtag / unclassified,1059,2026-08-26,680,656,11,0.9838235294117647,25727,733129,10830,2.700519854043256,0.10560048487813337,25.554646603888266,30.501005165374455,344,False,False,
#belift_uphold_artist_rights,#belift_uphold_artist_rights,Hashtag / unclassified,1300,2026-08-22,810,247,434,0.46419753086419757,6027,103285,3224,3.5101676339056365,0.14945376357456508,23.477186639599108,30.49847124688822,490,False,False,
#咲き乱れみこち,#咲き乱れみこち,Hashtag / unclassified,2778,2026-08-20,1520,937,669,0.5598684210526316,66885,2707665,6650,6.4330779387284025,0.3605161094851495,17.84238772895984,30.460586511183525,1180,False,False,
#からぴちゴールド24時,#からぴちゴールド24時,Hashtag / unclassified,5530,2026-08-21,2852,800,1371,0.5192847124824684,157841,2180986,8333,11.599149341487985,0.8202889741698663,14.14015836039725,30.4061378982049,2677,False,False,
#石川県,#石川県,Hashtag / unclassified,2227,2026-08-27,1256,1152,148,0.8821656050955414,31322,16965592,5793,5.3389962967514455,0.2785486428212169,19.164318255743602,30.403921747420412,912,False,False,
#alvarezfenere,#alvarezfenere,Hashtag / unclassified,2243,2026-08-29,1260,550,805,0.36111111111111116,66645,3395208,7412,5.486455248290838,0.28691581352483275,19.11960616441199,30.393397690755073,941,False,False,
#happygyuvinday,#happygyuvinday,Hashtag / unclassified,1026,2026-08-29,658,398,343,0.4787234042553191,18134,320995,4545,2.8651488518852157,0.11159531110530159,25.658910793424248,30.385595428057453,366,False,False,
#friendbenefitseries,#friendbenefitseries,Hashtag / unclassified,1013,2026-08-26,669,478,182,0.7279521674140508,51660,1374362,29225,2.65683497405138,0.10437257226327135,25.43691514725374,30.381515350338,340,False,False,
#釘宮理恵,#釘宮理恵,Hashtag / unclassified,3854,2026-08-23,2057,1301,10,0.9951385512882839,52816,2443404,20790,8.333013300250824,0.5284267394363824,15.768736209671028,30.357703255290176,1724,False,False,
#pattayainternationalfilmfest2026xtknur,#pattayainternationalfilmfest2026xtknur,Hashtag / unclassified,1713,2026-08-28,1083,195,345,0.6814404432132963,62364,1006756,13939,3.938538148469578,0.1944725851702967,20.245663980607887,30.326505902637688,629,False,False,
#happyfelixday,#happyfelixday,Hashtag / unclassified,1442,2026-09-14,885,606,175,0.8022598870056497,165402,2320836,57009,49.37690254505851,2.230026304812137,22.133851347935266,30.32429059371146,540,False,False,
#dragraceph,#dragraceph,Hashtag / unclassified,2016,2026-08-26,1170,620,261,0.7769230769230769,112163,4465631,11283,4.646482690045014,0.23729411282208454,19.57681677513586,30.31907187690835,773,False,False,
#يوم_المرأة_الإماراتية,#يوم_المرأة_الإماراتية,Hashtag / unclassified,1348,2026-08-28,871,561,494,0.4328358208955224,11338,1038519,2352,3.167559305001849,0.14222160441706913,22.26058638365996,30.308895102395336,460,False,False,
#線状降水帯,#線状降水帯,Hashtag / unclassified,1635,2026-08-27,724,669,155,0.7859116022099447,31453,16680226,5323,3.077574298445897,0.12675184952939145,24.267839630285824,30.302803078811593,415,False,False,
#roselia10周年alライブ,#roselia10周年alライブ,Hashtag / unclassified,1223,2026-08-30,754,500,56,0.9257294429708223,15331,832439,4135,3.1796328072320197,0.13354807497066212,23.797459586365694,30.302228606030514,437,False,False,
#ドキサバ,#ドキサバ,Hashtag / unclassified,1468,2026-08-21,908,845,841,0.07378854625550657,12320,616323,2228,3.6928568029702284,0.16945080415238553,21.785393365968908,30.28284447075565,553,False,False,
#taeyeon,#taeyeon,Hashtag / unclassified,4177,2026-08-23,2182,957,166,0.923923006416132,94137,2830012,45624,8.839394759916043,0.5765491281205541,15.330992549889148,30.280052633310206,1881,False,False,
#italiangp,#italiangp,Hashtag / unclassified,8957,2026-09-06,3043,1825,834,0.7259283601708839,1602414,57765033,192510,172.89979028158857,12.657069948932085,13.660344812056305,30.254313685402046,3069,False,False,
#2026sbs가요대전summer,#2026sbs가요대전summer,Hashtag / unclassified,1210,2026-08-17,741,697,35,0.9527665317139001,65051,2260410,15022,3.3917625850412376,0.14221061027346646,23.840899207044526,30.240196738786913,468,False,True,
#championsleague,#championsleague,Hashtag / unclassified,4507,2026-08-27,2127,1440,1781,0.16267042783262808,43593,5489172,4185,9.041437199992298,0.5867236215565325,15.409655673940211,30.236134498571843,1921,False,False,
#加隈亜衣,#加隈亜衣,Hashtag / unclassified,1016,2026-08-26,641,583,7,0.9890795631825273,4498,208300,7740,2.545637097708422,0.09946092180382327,25.574840609847257,30.232638505277983,324,False,False,
#kimseungminpavedtheway,#kimseungminpavedtheway,Hashtag / unclassified,4185,2026-08-24,2094,1392,312,0.8510028653295129,33801,221579,8897,8.795078821588802,0.568891077039138,15.45957736581489,30.210150386515814,1861,False,False,
#리무진서비스,#리무진서비스,Hashtag / unclassified,3681,2026-08-21,1980,1974,10,0.9949494949494949,43533,1532458,28294,8.052705363305122,0.5108037803291622,15.764024598056723,30.20269986205429,1667,False,False,
#เมืองมารยาxตรี,#เมืองมารยาxตรี,Hashtag / unclassified,2197,2026-08-17,1225,325,119,0.9028571428571428,18738,806549,23758,5.607164867308389,0.2953604982602765,18.982122733640647,30.199529955209066,972,False,True,
#chamaorenan,#chamaorenan,Hashtag / unclassified,1970,2026-08-22,1141,501,323,0.7169149868536371,11302,153495,1877,4.944569469489298,0.252851367353703,19.55201719644066,30.1985894097911,829,False,False,
#はだかんぼうたち,#はだかんぼうたち,Hashtag / unclassified,1081,2026-08-26,610,335,72,0.8819672131147541,47810,1966107,11522,2.422525163185862,0.0927074024220822,26.109061754308605,30.192517256490373,302,False,False,
#京阪電車,#京阪電車,Hashtag / unclassified,1041,2026-08-21,672,630,46,0.9315476190476191,9514,783848,3115,2.7330393960308297,0.11000513325625029,24.828557797506317,30.1749626442866,359,False,False,
#亀山薫,#亀山薫,Hashtag / unclassified,2054,2026-08-28,1261,1119,4,0.9968279143536876,35268,1096819,5267,4.585869441569841,0.2451776789189909,18.699894961877256,30.1681160741769,793,False,False,
#영원할_푸른_혁명의_중심,#영원할_푸른_혁명의_중심,Hashtag / unclassified,2037,2026-08-20,1183,238,193,0.8368554522400676,4799,64580,1826,5.006796843102435,0.2609158961867099,19.18618972968255,30.160672545339565,854,False,False,
#nctdream_10th_anniversary_party,#nctdream_10th_anniversary_party,Hashtag / unclassified,5290,2026-08-22,2638,1757,343,0.8699772554965883,306037,4902685,156532,11.431879281781567,0.8049152695373005,14.20258761983462,30.15822383561444,2639,False,False,
#お米の日,#お米の日,Hashtag / unclassified,1239,2026-08-18,764,731,111,0.8547120418848168,13226,430370,6565,3.3705910110749504,0.144698063865881,23.284694263135474,30.153734748916598,475,False,False,
#原神スネージナヤ,#原神スネージナヤ,Hashtag / unclassified,7637,2026-08-18,3585,3433,19,0.9947001394700139,129480,7562657,37507,15.816189495685467,1.2309997391200527,12.848449298587505,30.148866618293734,4041,False,False,
#ที่สามตามหารักep2,#ที่สามตามหารักep2,Hashtag / unclassified,1405,2026-08-25,830,342,138,0.8337349397590361,56243,748605,14993,3.8786938951601186,0.1732731684790155,22.37873783419311,30.144653611381774,571,False,False,
#our_blue_star_jack,#our_blue_star_jack,Hashtag / unclassified,2030,2026-08-20,1178,238,195,0.8344651952461799,4750,63918,1812,4.985635402514512,0.26030485193334524,19.14995416463191,30.12334759602189,852,False,False,
#mavuika,#mavuika,Hashtag / unclassified,2763,2026-08-28,1592,1208,38,0.9761306532663316,82449,2196872,10821,5.789614711323701,0.3410226732000592,16.974850060877174,30.12264460423306,1103,False,False,
#幸せはある,#幸せはある,Hashtag / unclassified,8016,2026-08-29,3741,1830,1026,0.7257417802726543,456262,24076392,29865,16.28954689194923,1.291273613472547,12.615297015352208,30.08835362988432,4235,False,False,
#spanishgp,#spanishgp,Hashtag / unclassified,3342,2026-09-13,1522,958,503,0.6695137976346912,725510,53322430,90793,120.83412063405363,7.022869461221861,17.206494048988432,30.0823651723917,1738,False,False,
#bini_summersonic_tokyo,#bini_summersonic_tokyo,Hashtag / unclassified,2931,2026-08-17,1556,714,159,0.8978149100257069,39014,585772,12192,7.122243700842329,0.41781963488465046,17.045494379152565,30.073303079096327,1375,False,True,
#安元榎木と夜あそび,#安元榎木と夜あそび,Hashtag / unclassified,1618,2026-08-17,884,406,439,0.503393665158371,85319,3311703,9397,4.046313259347442,0.18748706525369405,21.57654715839393,30.069599533184228,617,False,True,
#timcurry,#timcurry,Hashtag / unclassified,3779,2026-08-26,2027,1883,1231,0.3926985693142575,77112,1171295,11325,8.049931976684823,0.5218628613163567,15.42464589841005,30.056896757368815,1700,False,False,
#en_checkmate,#en_checkmate,Hashtag / unclassified,1263,2026-09-09,763,181,14,0.981651376146789,260325,2309357,111347,47.192509565296994,2.0458772600742545,23.05912390935056,30.054560888117102,499,False,False,
