topic,label,family,total_tweets,peak_day,peak_tweets,peak_authors,peak_originals,peak_rt_fraction,peak_likes,peak_views,peak_retweets,peak_per_100k,baseline_per_100k,share_lift,spike_score,baseline_tweets,low_baseline,window_boundary_peak,language_adjusted_share_lift
#amazonギフトカード番号,#amazonギフトカード番号,Hashtag / unclassified,1063,2026-08-31,526,405,3,0.9942965779467681,3840,125255,14376,2.7612854550233585,0.09943133771685726,27.755119970764937,30.049233810963933,330,False,True,
#土ドラ告白,#土ドラ告白,Hashtag / unclassified,7338,2026-08-22,3263,991,2247,0.31136990499540296,261051,12283983,26079,14.14034196226431,1.0782021515022195,13.114895078910715,30.041888536623787,3535,False,False,
#skynanixmintmagth,#skynanixmintmagth,Hashtag / unclassified,1003,2026-08-27,641,326,124,0.8065522620904836,21840,287308,12132,2.7247584603643924,0.10903713320962108,24.97378503828609,30.010833597692788,357,False,False,
#ストレンジフェイ,#ストレンジフェイ,Hashtag / unclassified,1349,2026-08-22,822,822,0,1.0,0,0,0,3.562170117370905,0.16073904776284856,22.153660079770464,30.003377602112092,527,False,False,
#op,#op,Hashtag / unclassified,2563,2026-08-17,1325,1325,7,0.9947169811320755,117,25035,7,6.064892611578461,0.3372943961614269,17.97969170594333,29.96972654499703,1110,False,True,
#tpopstagepresentedbypepsi,#tpopstagepresentedbypepsi,Hashtag / unclassified,1588,2026-08-20,948,536,349,0.6318565400843882,137047,4195144,89694,4.012209135470083,0.19400655044327964,20.67541901928734,29.957071551443683,635,False,False,
#東リベ,#東リベ,Hashtag / unclassified,2572,2026-08-24,1356,632,75,0.9446902654867256,175390,6792257,47504,5.695380554954354,0.3212813121806201,17.725186520800396,29.917699899543898,1051,False,False,
#真夏の初星フォトキャンペーン,#真夏の初星フォトキャンペーン,Hashtag / unclassified,2381,2026-08-17,1288,1086,955,0.25854037267080743,19333,1022860,2313,5.895533346198535,0.32665898727345394,18.046587006495386,29.890133131716443,1075,False,True,
#우주최강섹시기타리스트_준한_생일축하해,#우주최강섹시기타리스트_준한_생일축하해,Hashtag / unclassified,3642,2026-08-17,1857,981,243,0.8691437802907915,44741,1155749,17641,8.500004211095247,0.5424058532866189,15.670759279914769,29.883229920613463,1785,False,True,
#มฟล,#มฟล,Hashtag / unclassified,2192,2026-08-31,1135,975,16,0.9859030837004406,10409,733613,13237,5.958287055991467,0.3136606744340861,18.995208348701873,29.88275103774371,1041,False,True,
#โซ่รักอัคนีตอนที่7,#โซ่รักอัคนีตอนที่7,Hashtag / unclassified,5577,2026-08-22,2734,736,951,0.6521580102414045,368315,7499522,112593,11.847899149503716,0.8668318287324775,13.668142545434632,29.85707885875905,2842,False,False,
#アリエールだし許したろ,#アリエールだし許したろ,Hashtag / unclassified,1433,2026-08-28,886,737,254,0.7133182844243793,4864,571151,16831,3.222109694869849,0.15273363604789597,21.086829539872042,29.85477694149426,494,False,False,
#月見シュー,#月見シュー,Hashtag / unclassified,1711,2026-08-21,874,857,12,0.9862700228832952,10990,719706,19335,3.5545780240043823,0.16791869923238203,21.161248227274736,29.829297882656775,548,False,False,
#涼宮ハルヒ,#涼宮ハルヒ,Hashtag / unclassified,3204,2026-08-26,1744,1726,20,0.9885321100917431,51604,2626173,14838,6.926039155075646,0.43406710935372256,15.955080442084874,29.827763117071424,1414,False,False,
#布団ちゃん,#布団ちゃん,Hashtag / unclassified,2071,2026-08-21,1200,1194,2,0.9983333333333333,4395,606154,355,4.880427492912196,0.26444130919260167,18.45261506768008,29.822617962238038,863,False,False,
#mamixjossgawinkanchaburitrip,#mamixjossgawinkanchaburitrip,Hashtag / unclassified,2219,2026-08-29,1240,583,165,0.8669354838709677,101690,1411468,41904,5.399368657048127,0.29667278061600666,18.197730510904154,29.81746196242942,973,False,False,
#イッテq,#イッテq,Hashtag / unclassified,1676,2026-08-23,980,297,492,0.49795918367346936,34843,3310854,2607,3.9700306437753077,0.1977002592438902,20.07574146804011,29.80948010976577,645,False,False,
#boycotthybe_endexploitation,#boycotthybe_endexploitation,Hashtag / unclassified,1095,2026-08-23,700,238,483,0.31000000000000005,6283,224261,3271,2.83573617412522,0.12107225178501803,23.408947879072336,29.807280983242215,395,False,False,
#에이스테,#에이스테,Hashtag / unclassified,11031,2026-08-19,4541,4067,36,0.9920722307861705,340493,3544653,73088,19.483175413494035,1.6759804091655734,11.62516318656161,29.80386122595849,5491,False,False,
#グッドスマイルフェス,#グッドスマイルフェス,Hashtag / unclassified,7613,2026-08-22,3559,2579,378,0.8937903905591458,98912,7134144,25516,15.423069887740938,1.2361961301381885,12.476445245736429,29.775439397806466,4053,False,False,
#포토그레이,#포토그레이,Hashtag / unclassified,1797,2026-08-24,1036,669,549,0.4700772200772201,4394,1433365,3568,4.351337946115567,0.22284878837266608,19.52199975796813,29.769502819706574,729,False,False,
#24時間テレビ49,#24時間テレビ49,Hashtag / unclassified,26943,2026-08-30,10766,6059,3569,0.6684934051644065,1447504,136870848,102342,45.400433425278415,4.920803439765679,9.226365352141377,29.763071494690738,16102,False,False,
#ninenaphatxเมืองมารยา,#ninenaphatxเมืองมารยา,Hashtag / unclassified,1279,2026-08-17,764,234,99,0.8704188481675392,14784,642367,18689,3.4970399662233542,0.15649244506588728,22.339317038073336,29.75669102986099,515,False,True,
#f1sprint,#f1sprint,Hashtag / unclassified,3530,2026-08-22,1842,1322,204,0.8892508143322475,116517,8724736,17792,7.982381211918743,0.5139379420880452,15.531406435657912,29.75415291063398,1685,False,False,
#藤井流星誕生祭2026,#藤井流星誕生祭2026,Hashtag / unclassified,1107,2026-08-17,676,411,118,0.8254437869822485,64808,1662593,12855,3.0942395512656904,0.13096746373475227,23.61609419666375,29.73165111164073,431,False,True,
#刃の日,#刃の日,Hashtag / unclassified,1121,2026-08-18,692,494,137,0.8020231213872833,22145,419946,2598,3.0529436906595104,0.1306851987336062,23.35071487773054,29.731563832185778,429,False,False,
#태연,#태연,Hashtag / unclassified,4423,2026-08-23,2242,921,150,0.9330954504906334,105295,2914481,50044,9.082457860555346,0.6286561731925873,14.447116446188168,29.725849304794178,2051,False,False,
#lovex3_ep3,#lovex3_ep3,Hashtag / unclassified,1260,2026-08-30,768,161,382,0.5026041666666667,7919,282139,4980,3.2386710821673628,0.1457721550595099,22.208534802503348,29.723773059030776,477,False,False,
#fcklive,#fcklive,Hashtag / unclassified,2117,2026-08-18,1081,913,36,0.9666975023126735,42716,998677,5520,4.7691215745707085,0.2500991798608175,19.06612901247224,29.713448366922474,821,False,False,
#rakshabandhan2026,#rakshabandhan2026,Hashtag / unclassified,1059,2026-08-28,700,518,602,0.14,12430,798701,2236,2.5456848605066527,0.10975797732186855,23.177542061475158,29.713367068953527,355,False,False,
#ラブライブ,#ラブライブ,Hashtag / unclassified,6776,2026-08-27,3030,2287,166,0.9452145214521452,69342,7915802,19881,12.879903486589875,0.9868318694685875,13.051904358835717,29.711207495114117,3231,False,False,
#マックのチョコミントフラッペ帰ってきた,#マックのチョコミントフラッペ帰ってきた,Hashtag / unclassified,2003,2026-08-18,1129,1027,255,0.7741364038972542,13468,1108512,6710,4.980886454847669,0.266244437513221,18.70552891767072,29.70439731202567,874,False,False,
#安藤麻吹,#安藤麻吹,Hashtag / unclassified,1746,2026-08-21,1034,1013,9,0.9912959381044487,809,62527,206,4.205301689726008,0.21663963568849287,19.40716733548211,29.702140014917127,707,False,False,
#17ago,#17ago,Hashtag / unclassified,1270,2026-08-17,757,371,379,0.4993394980184941,8360,957425,4203,3.4649990241244493,0.15527696976440464,22.307868237454322,29.702018583028316,511,False,True,
#ゴディバ,#ゴディバ,Hashtag / unclassified,1185,2026-08-24,731,612,12,0.9835841313269493,30924,1911865,6857,3.0702973345661007,0.13542114300286842,22.66214422582441,29.695605253552966,443,False,False,
#cortisdisband,#cortisdisband,Hashtag / unclassified,3784,2026-08-20,1968,1016,499,0.7464430894308943,67853,687565,13620,8.329143015406249,0.5526895271683351,15.069865329883505,29.685715216018224,1809,False,False,
#メンテの日なのでssを貼る,#メンテの日なのでssを貼る,Hashtag / unclassified,7714,2026-08-18,3390,665,407,0.8799410029498524,44772,496673,10725,14.955894669560317,1.1901796537347307,12.56632632573018,29.682533043728107,3907,False,False,
#thepha,#thepha,Hashtag / unclassified,1266,2026-08-28,814,371,0,1.0,0,0,0,2.96026782350345,0.13758394340346905,21.50513749510306,29.67239584857224,445,False,False,
#スクール革命,#スクール革命,Hashtag / unclassified,1558,2026-08-30,917,426,138,0.8495092693565975,116075,3212795,13309,3.867007008264937,0.19039004738380436,20.30574959670388,29.634372779298445,623,False,False,
#girne,#girne,Hashtag / unclassified,1151,2026-08-30,684,428,489,0.2850877192982456,37323,12410632,5860,2.8844414325553074,0.12407441290180508,23.236050610659785,29.632415626297863,406,False,False,
#supergt,#supergt,Hashtag / unclassified,21531,2026-08-23,8969,3689,2212,0.7533727282863195,280357,15834946,42622,36.33388249389871,3.8041208022882493,9.551337811695923,29.63223811417016,12411,False,False,
#whatthehell,#whatthehell,Hashtag / unclassified,1446,2026-08-29,858,858,0,1.0,0,0,0,3.736014764312333,0.17867445985712221,20.90396644514407,29.62880824868582,586,False,False,
#アズヴォルト,#アズヴォルト,Hashtag / unclassified,2804,2026-08-22,1503,1216,26,0.9827012641383899,61576,13358325,29601,6.5133110540249035,0.39467993890915765,16.501879927390405,29.58951869206128,1294,False,False,
#bts_world,#bts_world,Hashtag / unclassified,1150,2026-08-29,687,686,0,1.0,0,0,0,2.9914244091871476,0.12958471917965347,23.074354184163578,29.58642260568633,425,False,False,
#26ago,#26ago,Hashtag / unclassified,1381,2026-08-26,852,412,475,0.4424882629107981,11752,917258,6816,3.383592523007138,0.1620844651617861,20.86797809549626,29.581290528427292,528,False,False,
#bts_worldtour_arirang_toronto,#bts_worldtour_arirang_toronto,Hashtag / unclassified,21597,2026-08-23,9024,5116,1158,0.8716755319148937,629944,9337552,199316,36.556690336151405,3.848871558644231,9.49817583763018,29.578800806731646,12557,False,False,
#uwcl,#uwcl,Hashtag / unclassified,1519,2026-08-26,800,458,217,0.72875,78552,1888516,5564,3.17708218122736,0.1479634700908729,21.46322581128361,29.57687834095157,482,False,False,
#20ago,#20ago,Hashtag / unclassified,1473,2026-08-20,880,425,440,0.5,11926,1003597,5613,3.7244135434743386,0.18117462112262175,20.551388854107213,29.573304324246916,593,False,False,
#fair4jossgawin,#fair4jossgawin,Hashtag / unclassified,2474,2026-08-17,1323,636,164,0.8760393046107332,8983,280861,11277,6.05573805669306,0.34975301800162373,17.31334865291392,29.57178493623365,1151,False,True,
#버논,#버논,Hashtag / unclassified,4191,2026-08-20,2021,1455,70,0.9653636813458684,76969,1603233,23861,8.553454285638225,0.5789644300630155,14.773469385530769,29.571526362527024,1895,False,False,
#大野雄大,#大野雄大,Hashtag / unclassified,1017,2026-08-25,603,459,73,0.87893864013267,40291,973105,4548,2.817894480459701,0.11500968625840083,24.4893738273693,29.546629126335226,379,False,False,
#sixtonesann,#sixtonesann,Hashtag / unclassified,4945,2026-08-29,2336,800,2115,0.09460616438356162,120234,3264983,12704,10.17171385714873,0.7259793326276587,14.011080105252159,29.54107104813725,2381,False,False,
#wweraw,#wweraw,Hashtag / unclassified,24924,2026-08-18,8032,2814,4790,0.4036354581673307,536303,25711928,33769,35.43532329967801,3.639689404356939,9.736007901682948,29.52145186352462,11948,False,False,
#ポケモンチャンピオンズ,#ポケモンチャンピオンズ,Hashtag / unclassified,9407,2026-08-31,3565,1911,323,0.9093969144460028,132479,23821478,35205,18.714795907145007,1.535159592931478,12.19129476925368,29.508748946566122,5095,False,True,
#あおレコ,#あおレコ,Hashtag / unclassified,2243,2026-08-27,1234,1230,1,0.9991896272285251,67928,8824569,11966,5.245478845693698,0.2968742114278759,17.667098846719217,29.49324906995713,972,False,False,
#dior,#dior,Hashtag / unclassified,1496,2026-09-13,223,207,13,0.9417040358744395,45901,508818,16322,17.704342247959236,0.40407764448917494,43.693944030789815,29.490015274900305,100,False,False,
#zzzozo,#zzzozo,Hashtag / unclassified,1044,2026-08-24,656,457,6,0.9908536585365854,40514,1885950,4986,2.75528734811951,0.1179967521424542,23.338101538568967,29.48402807286778,386,False,False,
#全クリエイターに告ぐ青の作品を解放せよ,#全クリエイターに告ぐ青の作品を解放せよ,Hashtag / unclassified,12088,2026-08-30,4984,3438,1223,0.7546147672552167,120387,1987911,15230,21.017625876981946,1.9066508918580343,11.023543557917908,29.480515841515718,6239,False,False,
#genoanapoli,#genoanapoli,Hashtag / unclassified,1446,2026-08-22,856,443,568,0.33644859813084116,38397,1950754,3077,3.7095104871891666,0.17995453165100694,20.60817389881965,29.479734192720034,590,False,False,
#impデビュー3周年,#impデビュー3周年,Hashtag / unclassified,2761,2026-08-18,1465,456,345,0.764505119453925,122084,3223471,22934,6.46324061678639,0.3923602237036941,16.471948328911722,29.466921341905955,1288,False,False,
#東京おもちゃショー2026,#東京おもちゃショー2026,Hashtag / unclassified,3272,2026-08-27,1717,1578,64,0.9627256843331392,61157,5875449,14214,7.298611975734262,0.4703562609042478,15.516679783202603,29.466034836909316,1540,False,False,
#益田直也,#益田直也,Hashtag / unclassified,1213,2026-08-26,743,494,36,0.9515477792732167,36060,845882,4998,2.9507150758149105,0.1347634094811062,21.885328491386908,29.436093468638536,439,False,False,
#名塚佳織,#名塚佳織,Hashtag / unclassified,3603,2026-08-20,1868,1868,1,0.9994646680942184,12906,847779,18438,7.9059142036478,0.5282477570337487,14.965977069166527,29.406548438408247,1729,False,False,
#装,#装,Hashtag / unclassified,1560,2026-08-21,931,931,0,1.0,0,0,0,3.786398329917712,0.19212595696843712,19.702767330136002,29.40276260973564,627,False,False,
#kcon,#kcon,Hashtag / unclassified,3079,2026-08-17,1575,1142,368,0.7663492063492063,464941,7970356,122216,7.209211972253643,0.45276454980227576,15.92236218846791,29.39891357170655,1490,False,True,
#محمد_بن_سلمان_في_باريس,#محمد_بن_سلمان_في_باريس,Hashtag / unclassified,5136,2026-08-24,2540,1246,985,0.6122047244094488,71498,39498804,32745,10.66833820765786,0.793268320750437,13.44864280423885,29.3963807681642,2595,False,False,
#laref2026,#laref2026,Hashtag / unclassified,1011,2026-08-27,634,456,251,0.6041009463722398,54589,2870212,12297,2.695002907755109,0.1148402299350631,23.454727980997088,29.37565456758118,376,False,False,
#焼肉の日,#焼肉の日,Hashtag / unclassified,8449,2026-08-29,3816,3539,693,0.8183962264150944,53467,3491290,13331,16.6161216091094,1.410186649896229,11.78319318481935,29.349040979025904,4625,False,False,
#矢吹可奈生誕祭2026,#矢吹可奈生誕祭2026,Hashtag / unclassified,1844,2026-08-17,1023,317,82,0.9198435972629521,8494,141480,2683,4.682554823882842,0.24886856797856635,18.81308252700032,29.345525069200743,819,False,True,
#مکتب_ایستادگی,#مکتب_ایستادگی,Hashtag / unclassified,9020,2026-08-19,4068,925,2268,0.4424778761061947,38523,280589,14530,17.453767360073495,1.511159899067338,11.550167019084748,29.337053740825713,4951,False,False,
entity:bruno-fernandes,Bruno Fernandes,Sports,83070,2026-08-25,26072,14684,3633,0.8606551089291193,1808838,63326616,222121,121.83771955977666,16.522249044092746,7.374234076532703,29.311080669266936,54447,False,False,7.135120754021975
#ซอโซ่ล่ามธีร์ep6,#ซอโซ่ล่ามธีร์ep6,Hashtag / unclassified,8749,2026-08-20,3980,530,780,0.8040201005025126,124500,1924184,82718,16.844506707986213,1.4561184557679852,11.56832738009739,29.27866475563765,4766,False,False,
#ธี่หยดสมิงเขาขวาง,#ธี่หยดสมิงเขาขวาง,Hashtag / unclassified,1375,2026-08-28,837,266,229,0.7264038231780168,17726,410552,15992,3.043911754634383,0.14933268463792257,20.374510361975382,29.271134553961872,483,False,False,
